extend_cycle_num_num	sample_num	file_name	global_rmsd	chai_score	extend_length
extendlen_25_cycle_5_9_C	1	extendlen_25_cycle_5_9_sample1.cif	9.070863689724503	0.16686542332172394	25
extendlen_31_cycle_4_5_C	1	extendlen_31_cycle_4_5_sample1.cif	9.838738974956167	0.1716662496328354	31
extendlen_27_cycle_5_2_C	2	extendlen_27_cycle_5_2_sample2.cif	9.252942318503829	0.16641898453235626	27
extendlen_28_cycle_3_7_C	1	extendlen_28_cycle_3_7_sample1.cif	9.301283101730249	0.16588380932807922	28
extendlen_25_cycle_2_7_C	2	extendlen_25_cycle_2_7_sample2.cif	8.204591743425176	0.16854766011238098	25
extendlen_26_cycle_1_3_C	1	extendlen_26_cycle_1_3_sample1.cif	9.047081573458373	0.16434331238269806	26
extendlen_25_cycle_5_5_C	1	extendlen_25_cycle_5_5_sample1.cif	9.74389059638711	0.16447806358337402	25
extendlen_32_cycle_3_6_C	2	extendlen_32_cycle_3_6_sample2.cif	9.476410159079931	0.17433284223079681	32
extendlen_31_cycle_5_3_C	2	extendlen_31_cycle_5_3_sample2.cif	9.259835852030577	0.16713500022888184	31
extendlen_25_cycle_3_9_C	1	extendlen_25_cycle_3_9_sample1.cif	9.577367127185218	0.16707806289196014	25
extendlen_33_cycle_4_1_C	2	extendlen_33_cycle_4_1_sample2.cif	9.65197434189405	0.1676103174686432	33
extendlen_25_cycle_5_0_C	2	extendlen_25_cycle_5_0_sample2.cif	9.47495217467289	0.17838820815086365	25
extendlen_30_cycle_4_9_C	1	extendlen_30_cycle_4_9_sample1.cif	9.18827027347688	0.16374538838863373	30
extendlen_30_cycle_3_7_C	1	extendlen_30_cycle_3_7_sample1.cif	9.280144025452394	0.16978564858436584	30
extendlen_36_cycle_2_1_C	1	extendlen_36_cycle_2_1_sample1.cif	9.475907096348	0.16690857708454132	36
extendlen_32_cycle_5_2_C	2	extendlen_32_cycle_5_2_sample2.cif	9.199138615385685	0.1690942347049713	32
extendlen_25_cycle_5_7_C	1	extendlen_25_cycle_5_7_sample1.cif	9.557827941217484	0.17581242322921753	25
extendlen_27_cycle_5_9_C	2	extendlen_27_cycle_5_9_sample2.cif	9.219039794855336	0.1610017716884613	27
extendlen_25_cycle_5_0_C	1	extendlen_25_cycle_5_0_sample1.cif	9.431909514284355	0.17425696551799774	25
extendlen_26_cycle_2_2_C	1	extendlen_26_cycle_2_2_sample1.cif	8.649079441769128	0.1673400104045868	26
extendlen_28_cycle_1_5_C	2	extendlen_28_cycle_1_5_sample2.cif	7.40831473592232	0.173636332154274	28
extendlen_25_cycle_3_6_C	2	extendlen_25_cycle_3_6_sample2.cif	9.561455758057551	0.1705252230167389	25
extendlen_33_cycle_4_1_C	1	extendlen_33_cycle_4_1_sample1.cif	9.435592945703354	0.16106167435646057	33
extendlen_26_cycle_2_5_C	2	extendlen_26_cycle_2_5_sample2.cif	9.277767786130708	0.16503241658210754	26
extendlen_31_cycle_5_0_C	2	extendlen_31_cycle_5_0_sample2.cif	8.81034815031473	0.16466103494167328	31
extendlen_28_cycle_4_0_C	1	extendlen_28_cycle_4_0_sample1.cif	9.258792653272126	0.16489432752132416	28
extendlen_32_cycle_5_2_C	1	extendlen_32_cycle_5_2_sample1.cif	9.53206824350268	0.17511031031608582	32
extendlen_25_cycle_5_4_C	2	extendlen_25_cycle_5_4_sample2.cif	8.69967505678776	0.17431692779064178	25
extendlen_25_cycle_3_0_C	1	extendlen_25_cycle_3_0_sample1.cif	9.495306650974891	0.16932345926761627	25
extendlen_27_cycle_1_0_C	2	extendlen_27_cycle_1_0_sample2.cif	8.664143829955009	0.16282542049884796	27
extendlen_25_cycle_1_7_C	2	extendlen_25_cycle_1_7_sample2.cif	9.714632386626453	0.16037631034851074	25
extendlen_30_cycle_4_5_C	1	extendlen_30_cycle_4_5_sample1.cif	9.344085774266786	0.161819189786911	30
extendlen_28_cycle_4_0_C	2	extendlen_28_cycle_4_0_sample2.cif	8.907334549171651	0.16404946148395538	28
extendlen_34_cycle_5_2_C	2	extendlen_34_cycle_5_2_sample2.cif	8.083885388584575	0.16501747071743011	34
extendlen_30_cycle_4_9_C	2	extendlen_30_cycle_4_9_sample2.cif	9.434074420688177	0.16013860702514648	30
extendlen_30_cycle_4_6_C	2	extendlen_30_cycle_4_6_sample2.cif	8.00358478026649	0.16751709580421448	30
extendlen_26_cycle_1_9_C	2	extendlen_26_cycle_1_9_sample2.cif	9.909103041707372	0.16513513028621674	26
extendlen_25_cycle_5_5_C	2	extendlen_25_cycle_5_5_sample2.cif	8.674237118477958	0.17285917699337006	25
extendlen_30_cycle_2_8_C	1	extendlen_30_cycle_2_8_sample1.cif	9.434218000309112	0.1605752557516098	30
extendlen_29_cycle_1_3_C	1	extendlen_29_cycle_1_3_sample1.cif	9.459457263816539	0.1636199653148651	29
extendlen_27_cycle_1_3_C	1	extendlen_27_cycle_1_3_sample1.cif	9.259582585593947	0.17071890830993652	27
extendlen_26_cycle_1_9_C	1	extendlen_26_cycle_1_9_sample1.cif	9.948112676210554	0.17053236067295074	26
extendlen_35_cycle_4_3_C	1	extendlen_35_cycle_4_3_sample1.cif	9.775306680034157	0.16309872269630432	35
extendlen_28_cycle_1_5_C	1	extendlen_28_cycle_1_5_sample1.cif	7.265513333757029	0.17641852796077728	28
extendlen_25_cycle_1_5_C	2	extendlen_25_cycle_1_5_sample2.cif	9.401430649916158	0.17061495780944824	25
extendlen_26_cycle_3_8_C	1	extendlen_26_cycle_3_8_sample1.cif	9.847136190594693	0.1613571047782898	26
extendlen_26_cycle_3_6_C	2	extendlen_26_cycle_3_6_sample2.cif	9.219073323339131	0.16576044261455536	26
extendlen_30_cycle_1_5_C	2	extendlen_30_cycle_1_5_sample2.cif	9.666238618136305	0.1632181853055954	30
extendlen_31_cycle_5_1_C	2	extendlen_31_cycle_5_1_sample2.cif	9.223435399508665	0.17191866040229797	31
extendlen_27_cycle_3_6_C	1	extendlen_27_cycle_3_6_sample1.cif	9.712680454085707	0.1650783121585846	27
extendlen_36_cycle_2_1_C	2	extendlen_36_cycle_2_1_sample2.cif	9.635641674920414	0.16131596267223358	36
extendlen_25_cycle_5_6_C	2	extendlen_25_cycle_5_6_sample2.cif	9.78186689577149	0.16414588689804077	25
extendlen_36_cycle_4_0_C	1	extendlen_36_cycle_4_0_sample1.cif	9.374093664238014	0.16032959520816803	36
extendlen_30_cycle_1_0_C	1	extendlen_30_cycle_1_0_sample1.cif	9.003287805827325	0.16679982841014862	30
extendlen_28_cycle_4_5_C	1	extendlen_28_cycle_4_5_sample1.cif	9.259108974023686	0.17043769359588623	28
extendlen_27_cycle_5_0_C	2	extendlen_27_cycle_5_0_sample2.cif	9.63806781059155	0.16587281227111816	27
extendlen_38_cycle_2_3_C	2	extendlen_38_cycle_2_3_sample2.cif	9.335433412270849	0.16872017085552216	38
extendlen_25_cycle_3_3_C	1	extendlen_25_cycle_3_3_sample1.cif	9.166793461335951	0.1663075089454651	25
extendlen_25_cycle_5_4_C	1	extendlen_25_cycle_5_4_sample1.cif	9.371643093179534	0.16474919021129608	25
extendlen_31_cycle_1_1_C	2	extendlen_31_cycle_1_1_sample2.cif	8.65230875951905	0.1692388355731964	31
extendlen_28_cycle_1_0_C	1	extendlen_28_cycle_1_0_sample1.cif	8.879012360853382	0.1620519757270813	28
extendlen_30_cycle_2_5_C	1	extendlen_30_cycle_2_5_sample1.cif	9.62110443228487	0.16486811637878418	30
extendlen_27_cycle_1_9_C	2	extendlen_27_cycle_1_9_sample2.cif	9.259292059083837	0.16225610673427582	27
extendlen_27_cycle_5_7_C	1	extendlen_27_cycle_5_7_sample1.cif	9.699881022218474	0.1736963838338852	27
extendlen_25_cycle_2_1_C	1	extendlen_25_cycle_2_1_sample1.cif	9.823834561636206	0.16787265241146088	25
extendlen_27_cycle_5_5_C	1	extendlen_27_cycle_5_5_sample1.cif	9.805282149344704	0.16447652876377106	27
extendlen_25_cycle_5_9_C	2	extendlen_25_cycle_5_9_sample2.cif	8.150143756644294	0.16070669889450073	25
extendlen_30_cycle_2_5_C	2	extendlen_30_cycle_2_5_sample2.cif	9.422421080430995	0.16532395780086517	30
extendlen_27_cycle_3_4_C	1	extendlen_27_cycle_3_4_sample1.cif	9.537990085691643	0.1716708242893219	27
extendlen_25_cycle_1_6_C	2	extendlen_25_cycle_1_6_sample2.cif	8.355252101884442	0.1623137891292572	25
extendlen_25_cycle_5_2_C	1	extendlen_25_cycle_5_2_sample1.cif	9.844523733903321	0.16327276825904846	25
extendlen_26_cycle_1_4_C	2	extendlen_26_cycle_1_4_sample2.cif	9.854113107622462	0.16209857165813446	26
extendlen_27_cycle_5_2_C	1	extendlen_27_cycle_5_2_sample1.cif	9.426443313132939	0.16668973863124847	27
extendlen_26_cycle_5_8_C	2	extendlen_26_cycle_5_8_sample2.cif	9.5033643540201	0.16816669702529907	26
extendlen_25_cycle_3_9_C	2	extendlen_25_cycle_3_9_sample2.cif	9.456472815115053	0.16402174532413483	25
extendlen_34_cycle_1_7_C	1	extendlen_34_cycle_1_7_sample1.cif	9.318955764308082	0.16636477410793304	34
extendlen_36_cycle_2_8_C	1	extendlen_36_cycle_2_8_sample1.cif	9.453432266436081	0.16571252048015594	36
extendlen_27_cycle_5_0_C	1	extendlen_27_cycle_5_0_sample1.cif	9.40448660067827	0.1677202433347702	27
extendlen_34_cycle_5_3_C	2	extendlen_34_cycle_5_3_sample2.cif	9.189219851865909	0.16802659630775452	34
