extend_cycle_num_num	sample_num	file_name	global_rmsd	chai_score
extendlen_27_cycle_3_8_C	1	extendlen_27_cycle_3_8_sample1.cif	9.590050329082418	0.16451424360275269
extendlen_35_cycle_2_4_C	1	extendlen_35_cycle_2_4_sample1.cif	9.82809583714266	0.16717660427093506
extendlen_25_cycle_2_8_C	1	extendlen_25_cycle_2_8_sample1.cif	9.402685275512775	0.16868729889392853
extendlen_29_cycle_2_7_C	1	extendlen_29_cycle_2_7_sample1.cif	9.210420453576415	0.16096864640712738
extendlen_37_cycle_5_8_C	1	extendlen_37_cycle_5_8_sample1.cif	9.711162812687133	0.1669471114873886
extendlen_29_cycle_5_6_C	1	extendlen_29_cycle_5_6_sample1.cif	8.125654136928583	0.16591370105743408
extendlen_29_cycle_5_9_C	2	extendlen_29_cycle_5_9_sample2.cif	9.637255265799281	0.16198503971099854
extendlen_33_cycle_1_7_C	1	extendlen_33_cycle_1_7_sample1.cif	9.90187475159496	0.16769352555274963
extendlen_33_cycle_3_2_C	2	extendlen_33_cycle_3_2_sample2.cif	9.875321691224777	0.16928158700466156
extendlen_35_cycle_1_4_C	2	extendlen_35_cycle_1_4_sample2.cif	8.112494243898073	0.17222009599208832
extendlen_25_cycle_3_1_C	2	extendlen_25_cycle_3_1_sample2.cif	9.07401966336452	0.1656985729932785
extendlen_36_cycle_2_6_C	1	extendlen_36_cycle_2_6_sample1.cif	9.709526434411462	0.16592542827129364
extendlen_31_cycle_1_3_C	1	extendlen_31_cycle_1_3_sample1.cif	8.317296611053242	0.1612631380558014
extendlen_25_cycle_1_8_C	1	extendlen_25_cycle_1_8_sample1.cif	7.772690582661075	0.17042472958564758
extendlen_25_cycle_5_9_C	1	extendlen_25_cycle_5_9_sample1.cif	9.39245082412963	0.17880290746688843
extendlen_33_cycle_3_2_C	1	extendlen_33_cycle_3_2_sample1.cif	9.959141310656342	0.16724103689193726
extendlen_26_cycle_5_1_C	1	extendlen_26_cycle_5_1_sample1.cif	8.472140574086138	0.17413409054279327
extendlen_39_cycle_5_0_C	1	extendlen_39_cycle_5_0_sample1.cif	9.877748938711727	0.16579470038414001
extendlen_28_cycle_2_0_C	2	extendlen_28_cycle_2_0_sample2.cif	9.94665616018466	0.1707095056772232
extendlen_25_cycle_5_8_C	2	extendlen_25_cycle_5_8_sample2.cif	9.935596606687389	0.16238199174404144
extendlen_27_cycle_2_2_C	1	extendlen_27_cycle_2_2_sample1.cif	8.70762282961292	0.17635194957256317
extendlen_33_cycle_1_4_C	1	extendlen_33_cycle_1_4_sample1.cif	9.863518716555786	0.17057566344738007
extendlen_26_cycle_4_4_C	2	extendlen_26_cycle_4_4_sample2.cif	9.706039079219583	0.17467890679836273
extendlen_25_cycle_2_7_C	2	extendlen_25_cycle_2_7_sample2.cif	9.622762083536598	0.17072229087352753
extendlen_32_cycle_1_1_C	1	extendlen_32_cycle_1_1_sample1.cif	9.415977459535918	0.1698228120803833
extendlen_36_cycle_5_1_C	1	extendlen_36_cycle_5_1_sample1.cif	9.977712318268223	0.1694212704896927
extendlen_28_cycle_4_1_C	1	extendlen_28_cycle_4_1_sample1.cif	7.433867920696719	0.17155802249908447
extendlen_32_cycle_1_7_C	1	extendlen_32_cycle_1_7_sample1.cif	9.164789316001404	0.16338396072387695
extendlen_32_cycle_5_1_C	2	extendlen_32_cycle_5_1_sample2.cif	9.551506571142383	0.16057555377483368
extendlen_33_cycle_1_3_C	1	extendlen_33_cycle_1_3_sample1.cif	9.809326303291197	0.16856835782527924
extendlen_36_cycle_3_3_C	2	extendlen_36_cycle_3_3_sample2.cif	9.865105138734018	0.17065894603729248
extendlen_25_cycle_2_6_C	2	extendlen_25_cycle_2_6_sample2.cif	8.225825993373581	0.17607347667217255
extendlen_36_cycle_2_2_C	2	extendlen_36_cycle_2_2_sample2.cif	7.805572706361488	0.17178595066070557
extendlen_25_cycle_5_0_C	2	extendlen_25_cycle_5_0_sample2.cif	9.485653602651585	0.17355208098888397
extendlen_25_cycle_1_2_C	1	extendlen_25_cycle_1_2_sample1.cif	9.225930363575339	0.17113469541072845
extendlen_37_cycle_4_4_C	1	extendlen_37_cycle_4_4_sample1.cif	8.741858337423007	0.16385135054588318
extendlen_30_cycle_4_9_C	1	extendlen_30_cycle_4_9_sample1.cif	7.947880918558181	0.17417709529399872
extendlen_30_cycle_5_8_C	2	extendlen_30_cycle_5_8_sample2.cif	8.304835165433255	0.17201493680477142
extendlen_27_cycle_4_1_C	1	extendlen_27_cycle_4_1_sample1.cif	9.731778581502173	0.16953609883785248
extendlen_34_cycle_2_3_C	1	extendlen_34_cycle_2_3_sample1.cif	8.492493276987654	0.16404232382774353
extendlen_31_cycle_3_0_C	1	extendlen_31_cycle_3_0_sample1.cif	9.023966127665503	0.18107576668262482
extendlen_25_cycle_5_7_C	1	extendlen_25_cycle_5_7_sample1.cif	9.32783209506086	0.170720174908638
extendlen_25_cycle_5_0_C	1	extendlen_25_cycle_5_0_sample1.cif	9.192553685832928	0.17751187086105347
extendlen_28_cycle_1_5_C	2	extendlen_28_cycle_1_5_sample2.cif	9.917487041667842	0.16697648167610168
extendlen_27_cycle_4_6_C	2	extendlen_27_cycle_4_6_sample2.cif	8.312016545925733	0.1752328723669052
extendlen_27_cycle_2_4_C	1	extendlen_27_cycle_2_4_sample1.cif	8.406652622209894	0.1642029732465744
extendlen_29_cycle_5_4_C	1	extendlen_29_cycle_5_4_sample1.cif	9.29203018114321	0.17347539961338043
extendlen_32_cycle_1_7_C	2	extendlen_32_cycle_1_7_sample2.cif	9.653625875190134	0.17022176086902618
extendlen_27_cycle_4_3_C	2	extendlen_27_cycle_4_3_sample2.cif	9.527420335242363	0.1702704280614853
extendlen_33_cycle_2_3_C	2	extendlen_33_cycle_2_3_sample2.cif	9.9960131086538	0.16533400118350983
extendlen_31_cycle_1_3_C	2	extendlen_31_cycle_1_3_sample2.cif	9.787662912745985	0.1702086180448532
extendlen_27_cycle_3_8_C	2	extendlen_27_cycle_3_8_sample2.cif	9.487882540063806	0.17538504302501678
extendlen_25_cycle_1_1_C	1	extendlen_25_cycle_1_1_sample1.cif	9.15982034955093	0.17245809733867645
extendlen_32_cycle_2_3_C	1	extendlen_32_cycle_2_3_sample1.cif	9.876620935002416	0.17574907839298248
extendlen_25_cycle_3_0_C	1	extendlen_25_cycle_3_0_sample1.cif	8.881285983100073	0.16313214600086212
extendlen_32_cycle_2_2_C	1	extendlen_32_cycle_2_2_sample1.cif	9.560237661671945	0.16024617850780487
extendlen_28_cycle_2_8_C	1	extendlen_28_cycle_2_8_sample1.cif	9.899240942221855	0.16343821585178375
extendlen_36_cycle_2_3_C	1	extendlen_36_cycle_2_3_sample1.cif	8.504277708302732	0.1737586110830307
extendlen_29_cycle_5_0_C	1	extendlen_29_cycle_5_0_sample1.cif	9.192538457689327	0.17368999123573303
extendlen_28_cycle_1_9_C	2	extendlen_28_cycle_1_9_sample2.cif	7.812925805957573	0.17403578758239746
extendlen_25_cycle_1_8_C	2	extendlen_25_cycle_1_8_sample2.cif	8.853843652123897	0.1653471142053604
extendlen_25_cycle_1_7_C	2	extendlen_25_cycle_1_7_sample2.cif	9.498368755184138	0.16719165444374084
extendlen_31_cycle_1_2_C	2	extendlen_31_cycle_1_2_sample2.cif	9.9657934108451	0.16647207736968994
extendlen_27_cycle_1_7_C	1	extendlen_27_cycle_1_7_sample1.cif	8.750871763672901	0.1606329083442688
extendlen_30_cycle_4_9_C	2	extendlen_30_cycle_4_9_sample2.cif	8.297750054040474	0.16807244718074799
extendlen_29_cycle_5_6_C	2	extendlen_29_cycle_5_6_sample2.cif	8.244487968249228	0.17172662913799286
extendlen_37_cycle_3_1_C	2	extendlen_37_cycle_3_1_sample2.cif	9.879714287250303	0.16369639337062836
extendlen_25_cycle_3_8_C	2	extendlen_25_cycle_3_8_sample2.cif	9.40110383963171	0.16178648173809052
extendlen_35_cycle_1_4_C	1	extendlen_35_cycle_1_4_sample1.cif	8.942758142205154	0.16858558356761932
extendlen_35_cycle_3_8_C	2	extendlen_35_cycle_3_8_sample2.cif	9.887138631136231	0.16875049471855164
extendlen_38_cycle_1_8_C	2	extendlen_38_cycle_1_8_sample2.cif	9.834221449833617	0.16464798152446747
extendlen_28_cycle_2_8_C	2	extendlen_28_cycle_2_8_sample2.cif	9.353406483610241	0.1755274534225464
extendlen_37_cycle_5_8_C	2	extendlen_37_cycle_5_8_sample2.cif	9.996073076362384	0.16199855506420135
extendlen_26_cycle_5_2_C	1	extendlen_26_cycle_5_2_sample1.cif	9.052694435581536	0.1709609478712082
extendlen_28_cycle_2_9_C	1	extendlen_28_cycle_2_9_sample1.cif	9.334694988730133	0.1625038981437683
extendlen_27_cycle_2_4_C	2	extendlen_27_cycle_2_4_sample2.cif	8.61296411266021	0.16674868762493134
extendlen_27_cycle_1_8_C	1	extendlen_27_cycle_1_8_sample1.cif	8.882798522217687	0.17112477123737335
extendlen_32_cycle_1_1_C	2	extendlen_32_cycle_1_1_sample2.cif	9.677223783762038	0.16733835637569427
extendlen_25_cycle_1_9_C	1	extendlen_25_cycle_1_9_sample1.cif	9.478873803387339	0.17526353895664215
extendlen_34_cycle_5_5_C	2	extendlen_34_cycle_5_5_sample2.cif	9.972191314027611	0.1700751632452011
extendlen_36_cycle_2_0_C	2	extendlen_36_cycle_2_0_sample2.cif	8.620349362360523	0.1661856472492218
extendlen_34_cycle_4_6_C	2	extendlen_34_cycle_4_6_sample2.cif	8.322838009420943	0.17553766071796417
extendlen_31_cycle_3_3_C	2	extendlen_31_cycle_3_3_sample2.cif	9.278986905484143	0.17120322585105896
extendlen_30_cycle_3_0_C	2	extendlen_30_cycle_3_0_sample2.cif	8.65897959352016	0.16925659775733948
extendlen_34_cycle_2_1_C	2	extendlen_34_cycle_2_1_sample2.cif	9.584124674190795	0.1622399538755417
extendlen_27_cycle_1_3_C	1	extendlen_27_cycle_1_3_sample1.cif	9.337064610315647	0.1659664362668991
extendlen_28_cycle_2_2_C	1	extendlen_28_cycle_2_2_sample1.cif	9.861559335166104	0.1652633100748062
extendlen_27_cycle_4_6_C	1	extendlen_27_cycle_4_6_sample1.cif	7.678144327257282	0.1707812398672104
extendlen_31_cycle_1_5_C	1	extendlen_31_cycle_1_5_sample1.cif	9.415749249326812	0.16709157824516296
extendlen_30_cycle_4_5_C	2	extendlen_30_cycle_4_5_sample2.cif	9.680082069507757	0.16116856038570404
extendlen_27_cycle_2_8_C	1	extendlen_27_cycle_2_8_sample1.cif	8.608166818974262	0.16403505206108093
extendlen_27_cycle_3_0_C	1	extendlen_27_cycle_3_0_sample1.cif	9.989195135148385	0.16886334121227264
extendlen_36_cycle_2_0_C	1	extendlen_36_cycle_2_0_sample1.cif	8.049587017496469	0.16491174697875977
extendlen_31_cycle_3_0_C	2	extendlen_31_cycle_3_0_sample2.cif	9.214596293937623	0.18633921444416046
extendlen_27_cycle_1_8_C	2	extendlen_27_cycle_1_8_sample2.cif	9.896061979225303	0.1696227341890335
extendlen_33_cycle_1_5_C	1	extendlen_33_cycle_1_5_sample1.cif	8.584438446900737	0.16905026137828827
extendlen_36_cycle_5_1_C	2	extendlen_36_cycle_5_1_sample2.cif	9.87781486920041	0.16948509216308594
extendlen_27_cycle_1_7_C	2	extendlen_27_cycle_1_7_sample2.cif	8.84239846434101	0.16824370622634888
extendlen_26_cycle_5_0_C	1	extendlen_26_cycle_5_0_sample1.cif	9.924042083684832	0.17022696137428284
extendlen_32_cycle_5_9_C	1	extendlen_32_cycle_5_9_sample1.cif	9.930629207681472	0.16097520291805267
extendlen_25_cycle_2_3_C	1	extendlen_25_cycle_2_3_sample1.cif	9.503160169382355	0.16459062695503235
extendlen_30_cycle_5_3_C	2	extendlen_30_cycle_5_3_sample2.cif	9.059453678471781	0.1697082817554474
extendlen_28_cycle_5_8_C	2	extendlen_28_cycle_5_8_sample2.cif	9.709099459919543	0.16489754617214203
extendlen_29_cycle_5_8_C	2	extendlen_29_cycle_5_8_sample2.cif	8.998378522147672	0.16766874492168427
extendlen_29_cycle_2_0_C	1	extendlen_29_cycle_2_0_sample1.cif	7.997411432805394	0.1715976446866989
extendlen_31_cycle_4_4_C	1	extendlen_31_cycle_4_4_sample1.cif	8.99181912723032	0.16261860728263855
extendlen_25_cycle_5_6_C	2	extendlen_25_cycle_5_6_sample2.cif	9.323856715432193	0.1670474261045456
extendlen_28_cycle_2_5_C	1	extendlen_28_cycle_2_5_sample1.cif	9.620541948890356	0.1628488153219223
extendlen_31_cycle_4_6_C	2	extendlen_31_cycle_4_6_sample2.cif	7.956415127549181	0.1630069464445114
extendlen_25_cycle_1_1_C	2	extendlen_25_cycle_1_1_sample2.cif	9.243412638672547	0.17434784770011902
extendlen_32_cycle_4_1_C	1	extendlen_32_cycle_4_1_sample1.cif	9.240542809455022	0.17224323749542236
extendlen_36_cycle_5_0_C	1	extendlen_36_cycle_5_0_sample1.cif	7.956706008731737	0.17970971763134003
extendlen_27_cycle_3_0_C	2	extendlen_27_cycle_3_0_sample2.cif	9.964301094767318	0.16829447448253632
extendlen_30_cycle_5_5_C	2	extendlen_30_cycle_5_5_sample2.cif	9.904943945884307	0.1627293825149536
extendlen_36_cycle_2_7_C	1	extendlen_36_cycle_2_7_sample1.cif	8.686445018443711	0.16576063632965088
extendlen_25_cycle_3_3_C	1	extendlen_25_cycle_3_3_sample1.cif	9.85701830492395	0.16938985884189606
extendlen_36_cycle_3_3_C	1	extendlen_36_cycle_3_3_sample1.cif	9.6435747455808	0.17611470818519592
extendlen_36_cycle_2_5_C	1	extendlen_36_cycle_2_5_sample1.cif	8.822161202782498	0.16316768527030945
extendlen_27_cycle_1_5_C	1	extendlen_27_cycle_1_5_sample1.cif	8.594433961739071	0.1721276044845581
extendlen_26_cycle_4_9_C	2	extendlen_26_cycle_4_9_sample2.cif	9.047642393260569	0.16066089272499084
extendlen_32_cycle_4_2_C	2	extendlen_32_cycle_4_2_sample2.cif	9.601756060834266	0.16238759458065033
extendlen_35_cycle_3_3_C	2	extendlen_35_cycle_3_3_sample2.cif	8.197451474051244	0.1629635989665985
extendlen_28_cycle_2_5_C	2	extendlen_28_cycle_2_5_sample2.cif	9.666468378152532	0.1672273725271225
extendlen_27_cycle_3_5_C	1	extendlen_27_cycle_3_5_sample1.cif	9.757589562647636	0.16050493717193604
extendlen_27_cycle_4_2_C	1	extendlen_27_cycle_4_2_sample1.cif	9.503980938088782	0.16594310104846954
extendlen_35_cycle_2_4_C	2	extendlen_35_cycle_2_4_sample2.cif	9.703813095984845	0.16807180643081665
extendlen_28_cycle_1_6_C	1	extendlen_28_cycle_1_6_sample1.cif	7.861122801743729	0.16807495057582855
extendlen_27_cycle_3_1_C	1	extendlen_27_cycle_3_1_sample1.cif	9.838055092022753	0.17334197461605072
extendlen_25_cycle_5_2_C	2	extendlen_25_cycle_5_2_sample2.cif	9.606690445222192	0.17106209695339203
extendlen_25_cycle_3_1_C	1	extendlen_25_cycle_3_1_sample1.cif	9.466320037619761	0.17390792071819305
extendlen_32_cycle_2_5_C	1	extendlen_32_cycle_2_5_sample1.cif	9.664187872727243	0.17301814258098602
extendlen_30_cycle_4_7_C	2	extendlen_30_cycle_4_7_sample2.cif	9.24298277289211	0.16670267283916473
extendlen_35_cycle_5_1_C	1	extendlen_35_cycle_5_1_sample1.cif	6.532783968570955	0.17126767337322235
extendlen_25_cycle_2_1_C	1	extendlen_25_cycle_2_1_sample1.cif	8.863639819168153	0.17590229213237762
extendlen_36_cycle_2_5_C	2	extendlen_36_cycle_2_5_sample2.cif	8.929806937936036	0.16291390359401703
extendlen_30_cycle_3_6_C	1	extendlen_30_cycle_3_6_sample1.cif	9.864257270954711	0.16947317123413086
extendlen_28_cycle_5_0_C	2	extendlen_28_cycle_5_0_sample2.cif	9.527472454073553	0.17121551930904388
extendlen_31_cycle_4_2_C	2	extendlen_31_cycle_4_2_sample2.cif	9.742124756006007	0.1631011962890625
extendlen_25_cycle_5_9_C	2	extendlen_25_cycle_5_9_sample2.cif	8.965041430096084	0.1761041134595871
extendlen_25_cycle_2_9_C	1	extendlen_25_cycle_2_9_sample1.cif	8.17919418659696	0.17641262710094452
extendlen_36_cycle_4_5_C	2	extendlen_36_cycle_4_5_sample2.cif	9.192969844629356	0.16718021035194397
extendlen_34_cycle_4_6_C	1	extendlen_34_cycle_4_6_sample1.cif	7.829537661554639	0.16992871463298798
extendlen_26_cycle_5_7_C	2	extendlen_26_cycle_5_7_sample2.cif	9.637251938736133	0.17268237471580505
extendlen_35_cycle_3_3_C	1	extendlen_35_cycle_3_3_sample1.cif	8.09641375209797	0.16153308749198914
extendlen_37_cycle_2_2_C	2	extendlen_37_cycle_2_2_sample2.cif	9.80297055918175	0.16472940146923065
extendlen_33_cycle_1_9_C	1	extendlen_33_cycle_1_9_sample1.cif	9.371416632308446	0.171761617064476
extendlen_25_cycle_1_6_C	2	extendlen_25_cycle_1_6_sample2.cif	8.91341794773715	0.17247872054576874
extendlen_30_cycle_4_4_C	1	extendlen_30_cycle_4_4_sample1.cif	9.373864930959094	0.1614370346069336
extendlen_25_cycle_5_2_C	1	extendlen_25_cycle_5_2_sample1.cif	9.635343387104632	0.1679101437330246
extendlen_28_cycle_2_7_C	2	extendlen_28_cycle_2_7_sample2.cif	9.693596545651475	0.16931122541427612
extendlen_30_cycle_5_5_C	1	extendlen_30_cycle_5_5_sample1.cif	8.95613077967173	0.16330838203430176
extendlen_27_cycle_1_5_C	2	extendlen_27_cycle_1_5_sample2.cif	8.24219053866315	0.17388521134853363
extendlen_34_cycle_4_8_C	2	extendlen_34_cycle_4_8_sample2.cif	9.934335776354477	0.17070135474205017
extendlen_25_cycle_2_7_C	1	extendlen_25_cycle_2_7_sample1.cif	9.270368955980466	0.16469715535640717
extendlen_27_cycle_4_2_C	2	extendlen_27_cycle_4_2_sample2.cif	9.058837638568773	0.1714005172252655
extendlen_29_cycle_5_9_C	1	extendlen_29_cycle_5_9_sample1.cif	9.89548030678023	0.16562318801879883
extendlen_30_cycle_4_8_C	2	extendlen_30_cycle_4_8_sample2.cif	9.987771789127175	0.16509678959846497
extendlen_25_cycle_3_5_C	1	extendlen_25_cycle_3_5_sample1.cif	9.655947298454706	0.17600886523723602
extendlen_30_cycle_3_0_C	1	extendlen_30_cycle_3_0_sample1.cif	8.483198978845188	0.1752697378396988
extendlen_25_cycle_2_6_C	1	extendlen_25_cycle_2_6_sample1.cif	9.922524238299982	0.18048341572284698
extendlen_28_cycle_5_7_C	2	extendlen_28_cycle_5_7_sample2.cif	9.394584139176532	0.16822673380374908
extendlen_34_cycle_5_3_C	2	extendlen_34_cycle_5_3_sample2.cif	9.291100058031267	0.161951944231987
extendlen_25_cycle_2_9_C	2	extendlen_25_cycle_2_9_sample2.cif	7.992491972348831	0.1759067326784134
